Year,Sex,Race,Ideology,Political,Prestige,Sprestige,Mprestige,Dprestige,Socpos,Happymar,Happy,Opinion of family income
2000,Male,White,Moderate,Other party,24,35,0,42,3,Pretty happy,Pretty happy,Below average
2000,Female,White,Slightly liberal,Not str democrat,38,31,50,42,5,Pretty happy,Pretty happy,Average
2000,Male,White,Moderate,Not str democrat,35,38,0,47,3,Pretty happy,Very happy,Below average
2000,Female,White,Moderate,"Ind,near dem",35,38,0,60,7,Very happy,Pretty happy,Below average
2000,Male,White,Conservative,Strong republican,53,47,61,46,5,Pretty happy,Pretty happy,Average
2000,Female,White,Moderate,Independent,47,48,0,46,5,Very happy,Pretty happy,Average
2000,Female,White,Moderate,Not str republican,56,72,47,49,7,Pretty happy,Very happy,Above average
2000,Male,White,Conservative,Not str republican,39,54,0,39,7,Very happy,Pretty happy,Above average
2000,Female,Other,Extrmly conservative,Not str democrat,31,35,0,39,1,Pretty happy,Very happy,Average
2000,Male,White,Slightly liberal,Not str republican,53,45,0,53,3,Very happy,Pretty happy,Average
2000,Male,Other,Moderate,Independent,60,45,31,25,5,Very happy,Very happy,Average
2000,Male,White,Slghtly conservative,Independent,49,61,0,46,5,Very happy,Very happy,Average
2000,Male,White,Conservative,Not str republican,45,0,0,38,5,Very happy,Pretty happy,Average
2000,Male,White,Conservative,Strong republican,53,31,0,59,3,Very happy,Pretty happy,Above average
2000,Female,White,Moderate,Not str republican,47,38,64,49,4,Pretty happy,Pretty happy,Above average
2000,Male,White,Moderate,"Ind,near dem",55,61,31,31,3,Very happy,Very happy,Above average
2000,Male,White,Extrmly conservative,Strong republican,37,41,0,46,5,Pretty happy,Pretty happy,Average
2000,Male,White,Slghtly conservative,Independent,74,32,0,66,5,Very happy,Pretty happy,Average
2000,Male,Black,Conservative,"Ind,near dem",46,0,64,48,7,Pretty happy,Pretty happy,Above average
2000,Female,White,Moderate,Independent,24,35,0,44,5,Very happy,Very happy,Average
2000,Female,White,Moderate,Not str republican,66,39,0,0,5,Very happy,Very happy,Far above average
2000,Female,White,Moderate,Strong democrat,63,41,0,46,5,Not too happy,Pretty happy,Average
2000,Female,White,Moderate,Not str democrat,45,24,48,27,5,Very happy,Not too happy,Average
2000,Female,White,Moderate,Independent,35,0,48,30,5,Pretty happy,Pretty happy,Average
2000,Female,White,Liberal,"Ind,near dem",50,25,0,80,5,Pretty happy,Pretty happy,Below average
2000,Male,White,Slightly liberal,Strong democrat,55,48,33,32,6,Very happy,Very happy,Below average
2000,Female,White,Conservative,Strong republican,21,35,39,0,6,Pretty happy,Very happy,Average
2000,Female,White,Moderate,Not str democrat,69,46,28,50,5,Pretty happy,Pretty happy,Average
2000,Male,White,Extremely liberal,Other party,35,27,48,46,5,Pretty happy,Pretty happy,Average
2000,Male,White,Liberal,"Ind,near dem",32,33,47,0,5,Very happy,Very happy,Average
2000,Male,White,Slghtly conservative,Strong republican,45,38,48,0,4,Very happy,Very happy,Above average
2000,Female,White,Moderate,Not str democrat,48,45,35,50,3,Very happy,Very happy,Below average
2000,Male,White,Moderate,Not str democrat,39,25,61,35,5,Pretty happy,Not too happy,Below average
2000,Female,White,Liberal,"Ind,near dem",31,60,0,33,6,Very happy,Pretty happy,Above average
2000,Female,White,Moderate,Not str democrat,61,64,25,38,3,Pretty happy,Very happy,Below average
2000,Male,White,Conservative,Not str republican,64,0,0,27,6,Very happy,Very happy,Below average
2000,Male,White,Conservative,Not str republican,44,35,0,46,3,Pretty happy,Pretty happy,Below average
2000,Female,White,Conservative,Not str republican,24,55,31,31,5,Very happy,Pretty happy,Average
2000,Male,White,Moderate,Independent,27,45,0,30,5,Pretty happy,Pretty happy,Average
2000,Female,White,Slightly liberal,Strong democrat,48,42,25,43,5,Very happy,Very happy,Average
2000,Male,White,Slightly liberal,"Ind,near rep",44,61,53,58,5,Very happy,Very happy,Average
2000,Male,White,Moderate,Not str republican,73,50,59,47,7,Very happy,Pretty happy,Above average
2000,Female,White,Slghtly conservative,Not str democrat,0,47,0,35,7,Pretty happy,Pretty happy,Below average
2000,Male,White,Conservative,Strong republican,45,18,32,0,1,Very happy,Very happy,Far below average
2000,Female,White,Conservative,Not str democrat,24,39,0,37,7,Not too happy,Pretty happy,Average
2000,Female,White,Moderate,"Ind,near rep",0,37,61,44,5,Pretty happy,Pretty happy,Average
2000,Male,White,Extrmly conservative,Strong republican,66,0,0,38,3,Very happy,Very happy,Below average
2000,Female,White,Conservative,Independent,35,28,35,34,5,Pretty happy,Pretty happy,Average
2000,Male,White,Conservative,Independent,44,48,0,44,3,Very happy,Pretty happy,Below average
2000,Female,White,Moderate,Independent,31,0,0,46,3,Very happy,Pretty happy,Below average
2000,Male,White,Conservative,Independent,43,41,35,43,7,Very happy,Very happy,Above average
2000,Female,White,Moderate,Independent,35,35,35,35,5,Very happy,Pretty happy,Average
2000,Female,Black,Moderate,Independent,28,31,35,38,5,Very happy,Very happy,Average
2000,Male,White,Moderate,Independent,44,0,61,46,6,Very happy,Very happy,Below average
2000,Male,White,Moderate,Strong republican,73,0,0,53,7,Very happy,Very happy,Above average
2000,Female,White,Moderate,"Ind,near rep",47,53,0,49,5,Pretty happy,Pretty happy,Average
2000,Male,White,Moderate,Independent,76,39,25,31,4,Pretty happy,Very happy,Average
2000,Female,White,Moderate,Not str republican,64,47,0,69,7,Very happy,Very happy,Above average
2000,Female,White,Conservative,Strong republican,31,80,47,65,3,Pretty happy,Pretty happy,Above average
2000,Male,White,Slghtly conservative,Not str republican,72,0,0,53,9,Very happy,Very happy,Far above average
2000,Male,Other,Extrmly conservative,Independent,37,0,0,46,5,Very happy,Very happy,Average
2000,Female,White,Slghtly conservative,Strong republican,63,80,0,48,3,Very happy,Very happy,Above average
2000,Male,White,Slghtly conservative,Not str democrat,72,64,61,73,3,Very happy,Very happy,Far above average
2000,Male,White,Extrmly conservative,Strong republican,55,0,0,66,10,Very happy,Very happy,Above average
2000,Female,White,Extrmly conservative,Strong republican,51,69,0,38,2,Very happy,Very happy,Below average
2000,Male,White,Liberal,Independent,35,39,0,46,6,Pretty happy,Pretty happy,Average
2000,Female,White,Slghtly conservative,Not str republican,25,74,0,80,7,Pretty happy,Pretty happy,Above average
2000,Female,White,Moderate,Strong democrat,64,36,35,60,3,Very happy,Very happy,Above average
2000,Male,White,Slghtly conservative,Not str democrat,38,31,31,36,7,Pretty happy,Not too happy,Above average
2000,Male,White,Moderate,"Ind,near rep",25,0,0,43,5,Very happy,Pretty happy,Average
2000,Male,White,Conservative,Strong republican,72,48,0,43,1,Very happy,Pretty happy,Far below average
2000,Male,White,Moderate,Independent,40,40,0,0,5,Very happy,Very happy,Below average
2000,Female,White,Moderate,Not str democrat,44,39,0,42,8,Not too happy,Pretty happy,Average
2000,Male,White,Slghtly conservative,Not str democrat,35,0,0,0,1,Not too happy,Not too happy,Far below average
2000,Female,White,Liberal,Independent,47,35,0,34,8,Pretty happy,Pretty happy,Below average
2000,Female,White,Moderate,Independent,69,24,61,53,7,Very happy,Very happy,Above average
2000,Male,White,Slghtly conservative,Not str democrat,50,61,32,49,5,Very happy,Very happy,Above average
2000,Male,White,Conservative,Strong republican,64,38,0,65,5,Very happy,Pretty happy,Average
2000,Female,White,Conservative,Not str democrat,51,50,31,66,7,Not too happy,Very happy,Above average
2000,Female,White,Conservative,Strong republican,63,49,0,0,7,Very happy,Pretty happy,Below average
2000,Male,White,Conservative,Strong republican,60,51,32,46,4,Very happy,Pretty happy,Far above average
2000,Female,White,Conservative,Not str republican,61,61,38,47,5,Very happy,Pretty happy,Average
2000,Female,Black,Slghtly conservative,Not str democrat,50,47,61,49,7,Very happy,Very happy,Above average
2000,Male,White,Conservative,Strong republican,48,45,0,27,4,Very happy,Very happy,Average
2000,Male,White,Slightly liberal,Not str democrat,38,31,0,49,3,Very happy,Very happy,Average
2000,Male,White,Extrmly conservative,"Ind,near rep",48,69,0,50,5,Very happy,Very happy,Average
2000,Female,White,Extrmly conservative,Strong republican,61,65,0,46,5,Pretty happy,Pretty happy,Average
2000,Female,Other,Liberal,"Ind,near dem",18,48,0,0,5,Not too happy,Pretty happy,Average
2000,Female,White,Slightly liberal,Not str democrat,25,34,0,0,8,Pretty happy,Not too happy,Below average
2000,Male,Black,Extrmly conservative,Not str democrat,43,32,34,28,5,Very happy,Not too happy,Average
2000,Female,White,Slightly liberal,Strong republican,27,50,27,37,5,Very happy,Pretty happy,Below average
2000,Male,White,Moderate,Independent,28,0,32,44,7,Pretty happy,Very happy,Above average
2000,Male,White,Extremely liberal,"Ind,near dem",32,39,0,38,3,Very happy,Very happy,Below average
2000,Male,White,Conservative,Not str republican,71,53,47,50,5,Very happy,Pretty happy,Average
2000,Male,White,Slghtly conservative,"Ind,near rep",51,61,47,47,5,Very happy,Pretty happy,Below average
2000,Female,White,Slghtly conservative,"Ind,near dem",31,31,32,40,3,Very happy,Pretty happy,Below average
2000,Female,White,Moderate,Independent,31,39,25,0,6,Very happy,Very happy,Average
2000,Female,Black,Slightly liberal,Not str democrat,48,35,0,0,5,Not too happy,Pretty happy,Average
2000,Female,Black,Moderate,Strong democrat,61,51,64,73,5,Very happy,Not too happy,Average
2000,Female,White,Moderate,Independent,37,56,60,53,5,Very happy,Very happy,Average
2000,Male,White,Conservative,Strong republican,58,40,74,66,3,Very happy,Very happy,Average
2000,Male,White,Conservative,Strong republican,73,29,47,73,5,Very happy,Very happy,Average
2000,Female,White,Slightly liberal,"Ind,near dem",39,69,0,62,4,Very happy,Very happy,Above average
2000,Female,White,Slightly liberal,"Ind,near dem",0,60,0,0,7,Pretty happy,Very happy,Above average
2000,Male,White,Slightly liberal,"Ind,near dem",50,60,33,61,5,Very happy,Pretty happy,Average
2000,Male,White,Slightly liberal,Independent,41,49,0,46,2,Very happy,Very happy,Below average
2000,Female,White,Slightly liberal,Not str democrat,55,70,0,45,7,Very happy,Very happy,Above average
2000,Male,White,Slghtly conservative,"Ind,near rep",60,67,21,70,5,Very happy,Pretty happy,Above average
2000,Male,White,Liberal,Strong democrat,74,38,51,46,5,Pretty happy,Pretty happy,Average
2000,Female,White,Slightly liberal,Not str democrat,60,65,0,72,5,Pretty happy,Very happy,Above average
2000,Female,White,Moderate,Not str republican,58,50,0,38,4,Pretty happy,Pretty happy,Below average
2000,Female,White,Moderate,Strong republican,35,0,31,35,5,Pretty happy,Pretty happy,Average
2000,Male,White,Slightly liberal,"Ind,near rep",53,0,0,44,5,Pretty happy,Pretty happy,Average
2000,Female,White,Conservative,Not str democrat,40,38,47,45,9,Pretty happy,Pretty happy,Far above average
2000,Female,White,Slightly liberal,Not str republican,45,80,48,28,7,Pretty happy,Pretty happy,Above average
2000,Female,White,Moderate,Independent,38,50,0,46,5,Very happy,Pretty happy,Average
2000,Female,White,Moderate,Strong republican,61,43,0,46,5,Very happy,Pretty happy,Below average
2000,Male,White,Moderate,"Ind,near rep",28,25,0,0,5,Not too happy,Pretty happy,Average
2000,Female,Other,Moderate,Independent,60,49,0,53,9,Pretty happy,Pretty happy,Far above average
2000,Male,White,Slightly liberal,Not str democrat,39,37,38,50,3,Pretty happy,Pretty happy,Above average
2000,Female,White,Moderate,Independent,27,35,38,50,6,Not too happy,Pretty happy,Average
2000,Female,White,Moderate,Strong democrat,22,38,55,45,5,Very happy,Pretty happy,Average
2000,Female,White,Slghtly conservative,Strong republican,47,50,47,73,5,Very happy,Very happy,Above average
2000,Male,White,Slghtly conservative,Not str republican,39,31,0,38,5,Very happy,Very happy,Average
2000,Female,White,Extremely liberal,Strong democrat,29,49,0,45,3,Not too happy,Pretty happy,Below average
2000,Male,White,Slghtly conservative,"Ind,near rep",42,33,38,0,5,Very happy,Very happy,Average
2000,Female,White,Moderate,Independent,0,0,25,0,5,Pretty happy,Very happy,Average
2000,Male,White,Conservative,Strong democrat,65,39,0,59,7,Very happy,Very happy,Above average
2000,Male,White,Conservative,Strong democrat,51,31,28,51,7,Very happy,Very happy,Above average
2000,Female,White,Moderate,Strong democrat,31,38,35,46,5,Very happy,Very happy,Average
2000,Female,White,Slghtly conservative,Other party,64,35,45,35,6,Pretty happy,Pretty happy,Average
2000,Male,White,Slightly liberal,Strong democrat,50,0,38,64,3,Very happy,Very happy,Above average
2000,Female,White,Moderate,Independent,36,32,25,0,4,Pretty happy,Pretty happy,Average
2000,Female,White,Moderate,Not str republican,24,35,48,24,4,Pretty happy,Pretty happy,Average
2000,Female,White,Moderate,"Ind,near dem",53,36,35,45,6,Very happy,Pretty happy,Average
2000,Male,White,Moderate,Independent,35,0,31,24,3,Very happy,Pretty happy,Average
2000,Female,White,Conservative,Independent,24,30,32,40,5,Very happy,Very happy,Average
2000,Male,White,Moderate,Independent,26,40,0,40,7,Pretty happy,Pretty happy,Above average
2000,Female,White,Liberal,Strong democrat,54,47,49,52,3,Very happy,Pretty happy,Below average
2000,Male,White,Conservative,Not str democrat,32,47,0,49,7,Pretty happy,Pretty happy,Above average
2000,Male,White,Slghtly conservative,Not str democrat,60,38,0,35,4,Very happy,Very happy,Far above average
2000,Male,White,Moderate,Not str democrat,34,38,31,35,5,Pretty happy,Pretty happy,Average
2000,Female,White,Slightly liberal,Independent,25,28,0,28,6,Very happy,Pretty happy,Average
2000,Female,White,Slightly liberal,Not str democrat,0,33,0,27,3,Very happy,Very happy,Below average
2000,Female,White,Extrmly conservative,Not str democrat,27,27,46,46,3,Very happy,Very happy,Below average
2000,Female,White,Conservative,Not str democrat,35,28,35,0,6,Very happy,Very happy,Average
2000,Female,White,Moderate,Independent,25,35,20,46,5,Very happy,Very happy,Average
2000,Male,Other,Slghtly conservative,Not str democrat,24,48,0,25,3,Very happy,Pretty happy,Below average
2000,Female,White,Moderate,Not str democrat,38,28,32,37,3,Very happy,Pretty happy,Far below average
2000,Female,White,Moderate,Other party,36,42,0,35,1,Very happy,Very happy,Below average
2000,Male,White,Moderate,Not str republican,34,0,39,28,1,Pretty happy,Pretty happy,Far below average
2000,Female,Black,Slightly liberal,Other party,48,32,0,75,1,Pretty happy,Pretty happy,Far below average
2000,Male,White,Moderate,Independent,50,66,31,28,7,Very happy,Pretty happy,Above average
2000,Male,White,Slightly liberal,"Ind,near rep",44,33,0,35,5,Very happy,Pretty happy,Average
2000,Male,Other,Moderate,Not str democrat,21,31,0,45,3,Pretty happy,Pretty happy,Below average
2000,Female,White,Moderate,Not str democrat,36,30,0,44,6,Very happy,Very happy,Average
2000,Female,Black,Moderate,Not str democrat,72,0,48,47,5,Very happy,Pretty happy,Average
2000,Male,Other,Moderate,Not str democrat,43,47,0,43,3,Very happy,Pretty happy,Above average
2000,Male,Other,Conservative,Independent,35,0,0,46,5,Pretty happy,Very happy,Average
2000,Male,White,Moderate,"Ind,near rep",74,61,47,39,2,Very happy,Very happy,Far above average
2000,Female,White,Moderate,Not str republican,60,30,26,32,6,Very happy,Very happy,Average
2000,Female,Other,Liberal,Not str democrat,38,22,0,31,6,Pretty happy,Pretty happy,Below average
2000,Male,White,Moderate,"Ind,near rep",49,0,0,24,5,Very happy,Very happy,Average
2000,Male,White,Conservative,Strong republican,49,64,61,46,7,Very happy,Very happy,Above average
2000,Male,White,Conservative,Not str republican,69,0,0,80,9,Very happy,Pretty happy,Far above average
2000,Male,White,Conservative,Independent,31,47,25,31,4,Very happy,Pretty happy,Average
2000,Male,Other,Slightly liberal,Strong democrat,48,38,0,27,5,Very happy,Very happy,Below average
2000,Male,Other,Slghtly conservative,Strong democrat,44,31,28,45,6,Pretty happy,Pretty happy,Average
2000,Male,White,Moderate,Strong republican,38,0,0,32,5,Pretty happy,Pretty happy,Average
